iter,average value,advantage gap
1,1.443935e+02,9.268780e+00
2,1.004148e+02,9.784467e+00
3,9.698890e+01,1.173100e+01
4,8.073982e+01,2.252218e+01
5,5.073946e+01,4.239276e+01
6,3.967017e+01,7.947022e+00
7,3.908122e+01,5.746080e+00
8,3.894974e+01,4.444385e-03
9,3.894882e+01,4.973799e-14
9,3.894882e+01,4.973799e-14
